ORTHO,PHON
digestivos,dʒiʒestʃivus
digital,dʒiʒitaw
dígito,dʒiʒitu
digna,dʒigina
dignas,dʒiginas
dignidade,dʒiginidadʒi
digníssimo,dʒiginisimu
digno,dʒiginu
dignos,dʒiginus
digo,dʒigu
dígrafo,dʒigɾafu
dígrafos,dʒigɾafus
dilata,dʒilata
dilatação,dʒilatasɐ̃w
dilatações,dʒilatasõjs
dilatam,dʒilatɐ̃w
dilatar,dʒilataɾ
dilatou,dʒilato
dilema,dʒilema
diligência,dʒiliʒẽsja
diligências,dʒiliʒẽsjas
dilu,dʒilu
dilúvio,dʒiluvju
dim,dʒĩ
dimas,dʒimas
dimensão,dʒimẽsɐ̃w
dimensões,dʒimẽsõjs
diminuem,dʒiminuẽ
diminui,dʒiminuj
diminuía,dʒiminuia
diminuíam,dʒiminuiɐ̃w
diminuição,dʒiminujsɐ̃w
diminuído,dʒiminuidu
diminuímos,dʒiminuimus
diminuindo,dʒiminuĩdu
diminuir,dʒiminuiɾ
diminuíram,dʒiminuiɾɐ̃w
diminuirmos,dʒiminuiɾmus
diminuísse,dʒiminuisi
diminuiu,dʒiminuiw
diminutiva,dʒiminutʃiva
diminutivo,dʒiminutʃivu
diminutivos,dʒiminutʃivus
diminuto,dʒiminutu
dina,dʒina
diná,dʒina
dinamarca,dʒinamaɾka
dinamarquês,dʒinamaɾkes
dinâmica,dʒinɐmika
dinâmico,dʒinɐmiku
ding,dʒĩgi
dingcong,dʒĩgikõgi
dinha,dʒiɲa
dinheirama,dʒiɲeɾɐma
dinheirão,dʒiɲeɾɐ̃w
dinheirinho,dʒiɲeɾiɲu
dinheiro,dʒiɲeɾu
dinheiró,dʒiɲeɾɔ
dinorah,dʒinoɾa
dinossauro,dʒinosawɾu
dinossauros,dʒinosawɾus
diogo,dʒiogu
dionísio,dʒionizju
dióxido,dʒiɔkisidu
diploma,dʒiploma
diplomas,dʒiplomas
diplomata,dʒiplomata
dique,dʒiki
diques,dʒikis
dirá,dʒiɾa
dirão,dʒiɾɐ̃w
dirce,dʒiɾsi
direção,dʒiɾesɐ̃w
direções,dʒiɾesõjs
direi,dʒiɾej
direita,dʒiɾejta
direitinho,dʒiɾejtʃiɲu
direito,dʒiɾejtu
direitos,dʒiɾejtus
diremos,dʒiɾemus
direrenciá-las,dʒiɾeɾẽsialas
direta,dʒiɾɛta
diretamente,dʒiɾɛtamẽtʃi
diretas,dʒiɾɛtas
direto,dʒiɾɛtu
diretor,dʒiɾetoɾ
diretora,dʒiɾetoɾa
diretoras,dʒiɾetoɾas
diretores,dʒiɾetoɾis
diretoria,dʒiɾetoɾia
diretos,dʒiɾɛtus
diretrizes,dʒiɾetɾizis
diria,dʒiɾia
diriam,dʒiɾiɐ̃w
dirige,dʒiɾiʒi
dirigem,dʒiɾiʒẽ
dirigente,dʒiɾiʒẽtʃi
dirigentes,dʒiɾiʒẽtʃis
dirigia,dʒiɾiʒia
dirigiam,dʒiɾiʒiɐ̃w
dirigida,dʒiɾiʒida
dirigidas,dʒiɾiʒidas
dirigido,dʒiɾiʒidu
dirigidos,dʒiɾiʒidus
dirigimos,dʒiɾiʒimus
dirigindo,dʒiɾiʒĩdu
dirigir,dʒiɾiʒiɾ
dirigiram,dʒiɾiʒiɾɐ̃w
dirigirem,dʒiɾiʒiɾẽ
dirigiu,dʒiɾiʒiw
dirigível,dʒiɾiʒiviw
dirija,dʒiɾiʒa
dirijo,dʒiɾiʒu
disca,dʒiska
discagem,dʒiskaʒẽ
discão,dʒiskɐ̃w
discar,dʒiskaɾ
disciplina,dʒisiplina
disciplinado,dʒisiplinadu
disciplinas,dʒisiplinas
discípulo,dʒisipulu
disco,dʒisku
discorda,dʒiskɔɾda
discordar,dʒiskoɾdaɾ
discórdia,dʒiskɔɾdʒja
discordo,dʒiskoɾdu
discordou,dʒiskoɾdo
discorra,dʒiskoha
discorrendo,dʒiskohẽdu
discos,dʒiskus
discoteca,dʒiskotɛka
discretamente,dʒiskɾɛtamẽtʃi
discreto,dʒiskɾɛtu
discriminação,dʒiskɾiminasɐ̃w
discriminações,dʒiskɾiminasõjs
discriminadas,dʒiskɾiminadas
discriminado,dʒiskɾiminadu
discriminados,dʒiskɾiminadus
discriminatória,dʒiskɾiminatɔɾja
discriminatórias,dʒiskɾiminatɔɾjas
discursar,dʒiskuɾsaɾ
discursavam,dʒiskuɾsavɐ̃w
discurso,dʒiskuɾsu
discursos,dʒiskuɾsus
discursou,dʒiskuɾso
discussão,dʒiskusɐ̃w
discussões,dʒiskusõjs
discuta,dʒiskuta
discutam,dʒiskutɐ̃w
discute,dʒiskutʃi
discutem,dʒiskutẽ
discuti,dʒiskutʃi
discutia,dʒiskutʃia
discutiam,dʒiskutʃiɐ̃w
discutíamos,dʒiskutʃiamus
discutida,dʒiskutʃida
discutidas,dʒiskutʃidas
discutido,dʒiskutʃidu
discutidos,dʒiskutʃidus
discutimos,dʒiskutʃimus
discutindo,dʒiskutʃĩdu
discutir,dʒiskutʃiɾ
discutiram,dʒiskutʃiɾɐ̃w
discutirem,dʒiskutʃiɾẽ
discutiu,dʒiskutʃiw
discutível,dʒiskutʃiviw
disenteria,dʒizẽteɾia
disfarça,dʒisfaɾsa
disfarçada,dʒisfaɾsada
disfarçadamente,dʒisfaɾsadamẽtʃi
disfarçado,dʒisfaɾsadu
disfarçam,dʒisfaɾsɐ̃w
disfarçando,dʒisfaɾsɐ̃du
disfarçar,dʒisfaɾsaɾ
disfarçara,dʒisfaɾsaɾa
disfarçava,dʒisfaɾsava
disfarce,dʒisfaɾsi
disfarcei,dʒisfaɾsej
disfarces,dʒisfaɾsis
disfarçou,dʒisfaɾso
disforme,dʒisfɔɾmi
disjunto,dʒizʒũtu
disjuntos,dʒizʒũtus
disneylândia,dʒiznejlɐ̃dʒja
díspar,dʒispaɾ
dispara,dʒispaɾa
disparada,dʒispaɾada
disparando,dʒispaɾɐ̃du
disparar,dʒispaɾaɾ
disparará,dʒispaɾaɾa
dispararam,dʒispaɾaɾɐ̃w
disparasse,dʒispaɾasi
disparate,dʒispaɾatʃi
disparou,dʒispaɾo
dispensa,dʒispẽsa
dispensá-lo,dʒispẽsalu
dispensada,dʒispẽsada
dispensado,dʒispẽsadu
dispensados,dʒispẽsadus
dispensam,dʒispẽsɐ̃w
dispensar,dʒispẽsaɾ
dispensaram,dʒispẽsaɾɐ̃w
dispensaria,dʒispẽsaɾia
dispersa,dʒispɛɾsa
dispersão,dʒispeɾsɐ̃w
dispersar,dʒispeɾsaɾ
dispersas,dʒispɛɾsas
dispersemos,dʒispeɾsemus
disperso,dʒispɛɾsu
dispersou,dʒispeɾso
dispõe,dʒispõj
dispõem,dʒispõj
dispomos,dʒispomus
dispondo,dʒispõdu
disponha,dʒispoɲa
disponibilidade,dʒisponibilidadʒi
disponíveis,dʒisponivejs
disponível,dʒisponiviw
dispor,dʒispoɾ
disporá,dʒispoɾa
disporás,dʒispoɾas
disporei,dʒispoɾej
disporemos,dʒispoɾemus
disposição,dʒispozisɐ̃w
disposta,dʒispɔsta
dispostas,dʒispɔstas
disposto,dʒispostu
dispostos,dʒispɔstus
dispunha,dʒispuɲa
dispuser,dʒispuzɛɾ
disputa,dʒisputa
disputada,dʒisputada
disputado,dʒisputadu
disputam,dʒisputɐ̃w
disputar,dʒisputaɾ
disputaram,dʒisputaɾɐ̃w
disputarão,dʒisputaɾɐ̃w
disputas,dʒisputas
disputava,dʒisputava
disputou,dʒisputo
disquinho,dʒiskiɲu
disse,dʒisi
disseminação,dʒiseminasɐ̃w
disseminadas,dʒiseminadas
dissemos,dʒisemus
disser,dʒisɛɾ
dissera,dʒisɛɾa
disseram,dʒisɛɾɐ̃w
dissertação,dʒiseɾtasɐ̃w
dissesse,dʒisɛsi
dissílaba,dʒisilaba
dissílabas,dʒisilabas
dissilábicas,dʒisilabikas
dissílabo,dʒisilabu
dissílabos,dʒisilabus
dissimulação,dʒisimulasɐ̃w
dissimular,dʒisimulaɾ
dissimulava,dʒisimulava
dissipa,dʒisipa
disso,dʒisu
dissolução,dʒisolusɐ̃w
dissolve,dʒisɔwvi
dissolvendo,dʒisowvẽdu
dissolver,dʒisowveɾ
dissolverei,dʒisowveɾej
dissolveu,dʒisowvew
dissolvida,dʒisowvida
dissolvidas,dʒisowvidas
dissolvido,dʒisowvidu
dissolvidos,dʒisowvidus
distancia,dʒistɐ̃sia
distância,dʒistɐ̃sja
distanciadas,dʒistɐ̃siadas
distanciam,dʒistɐ̃siɐ̃w
distanciamos,dʒistɐ̃siɐmus
distanciaram,dʒistɐ̃siaɾɐ̃w
distanciarem,dʒistɐ̃siaɾẽ
distâncias,dʒistɐ̃sjas
distanciavam,dʒistɐ̃siavɐ̃w
distanciou,dʒistɐ̃sio
distante,dʒistɐ̃tʃi
distantes,dʒistɐ̃tʃis
distende,dʒistẽdʒi
distendendo,dʒistẽdẽdu
distender,dʒistẽdeɾ
distenderem,dʒistẽdeɾẽ
distinção,dʒistʃĩsɐ̃w
distinções,dʒistʃĩsõjs
distinga,dʒistʃĩga
distingam,dʒistʃĩgɐ̃w
distingue,dʒistʃĩgi
distinguem,dʒistʃĩgẽ
distinguia,dʒistʃĩgia
distinguimos,dʒistʃĩgimus
distinguir,dʒistʃĩgiɾ
distinguiremos,dʒistʃĩgiɾemus
distintas,dʒistʃĩtas
distinto,dʒistʃĩtu
distintos,dʒistʃĩtus
disto,dʒistu
distração,dʒistɾasɐ̃w
distrações,dʒistɾasõjs
distraem,dʒistɾaẽ
distrai,dʒistɾaj
distraí,dʒistɾai
distraía,dʒistɾaia
distraída,dʒistɾaida
distraídas,dʒistɾaidas
distraidíssima,dʒistɾajdʒisima
distraído,dʒistɾaidu
distraímos,dʒistɾaimus
distrair,dʒistɾaiɾ
distrairemos,dʒistɾajɾemus
distraiu,dʒistɾaiw
distribua,dʒistɾibua
distribuem,dʒistɾibuẽ
distribui,dʒistɾibuj
distribuí-las,dʒistɾibuilas
distribuí-lo,dʒistɾibuilu
distribuí-los,dʒistɾibuilus
distribuía,dʒistɾibuia
distribuiam,dʒistɾibujɐ̃w
distribuição,dʒistɾibujsɐ̃w
distribuída,dʒistɾibuida
distribuídas,dʒistɾibuidas
distribuído,dʒistɾibuidu
distribuídos,dʒistɾibuidus
distribuindo,dʒistɾibuĩdu
distribuir,dʒistɾibuiɾ
distribuiu,dʒistɾibuiw
distributiva,dʒistɾibutʃiva
distrito,dʒistɾitu
distritos,dʒistɾitus
distúrbio,dʒistuɾbju
dita,dʒita
ditado,dʒitadu
ditador,dʒitadoɾ
ditados,dʒitadus
ditadura,dʒitaduɾa
ditaduras,dʒitaduɾas
ditar,dʒitaɾ
ditas,dʒitas
ditatorial,dʒitatoɾiaw
dito,dʒitu
ditongo,dʒitõgu
ditongos,dʒitõgus
ditos,dʒitus
ditoso,dʒitozu
diurna,dʒiuɾna
diurnas,dʒiuɾnas
diurno,dʒiuɾnu
diva,dʒiva
divã,dʒivɐ̃
divagação,dʒivagasɐ̃w
divagações,dʒivagasõjs
divergentes,dʒiveɾʒẽtʃis
diversa,dʒivɛɾsa
diversão,dʒiveɾsɐ̃w
diversas,dʒivɛɾsas
diversidade,dʒiveɾsidadʒi
diversificação,dʒiveɾsifikasɐ̃w
diversificada,dʒiveɾsifikada
diversificadas,dʒiveɾsifikadas
diversificado,dʒiveɾsifikadu
diversificar,dʒiveɾsifikaɾ
diversificou,dʒiveɾsifiko
diverso,dʒivɛɾsu
diversões,dʒiveɾsõjs
diversos,dʒivɛɾsus
diverte,dʒivɛɾtʃi
divertem,dʒivɛɾtẽ
diverti,dʒiveɾtʃi
diverti-los,dʒiveɾtʃilus
divertia,dʒiveɾtʃia
divertiam,dʒiveɾtʃiɐ̃w
divertida,dʒiveɾtʃida
divertidas,dʒiveɾtʃidas
divertido,dʒiveɾtʃidu
divertidos,dʒiveɾtʃidus
divertimento,dʒiveɾtʃimẽtu
divertimentos,dʒiveɾtʃimẽtus
divertimos,dʒiveɾtʃimus
divertindo,dʒiveɾtʃĩdu
divertir,dʒiveɾtʃiɾ
divertiram,dʒiveɾtʃiɾɐ̃w
divertirem,dʒiveɾtʃiɾẽ
divertissem,dʒiveɾtʃisẽ
divertiu,dʒiveɾtʃiw
divida,dʒivida
dívida,dʒivida
dividam,dʒividɐ̃w
dívidas,dʒividas
divide,dʒividʒi
dividem,dʒividẽ
dividendo,dʒividẽdu
dividendos,dʒividẽdus
divides,dʒividʒis
dividi,dʒividʒi
dividi-la,dʒividʒila
dividi-las,dʒividʒilas
dividi-lo,dʒividʒilu
dividi-los,dʒividʒilus
dividia,dʒividʒia
dividiam,dʒividʒiɐ̃w
dividida,dʒividʒida
divididas,dʒividʒidas
dividido,dʒividʒidu
divididos,dʒividʒidus
dividimos,dʒividʒimus
dividindo,dʒividʒĩdu
dividir,dʒividʒiɾ
dividirá,dʒividʒiɾa
dividiram,dʒividʒiɾɐ̃w
dividirão,dʒividʒiɾɐ̃w
dividirás,dʒividʒiɾas
dividirei,dʒividʒiɾej
dividireis,dʒividʒiɾejs
dividiremos,dʒividʒiɾemus
dividiria,dʒividʒiɾia
dividirmos,dʒividʒiɾmus
dividis,dʒividʒis
dividiste,dʒividʒistʃi
dividistes,dʒividʒistʃis
dividiu,dʒividʒiw
divido,dʒividu
divina,dʒivina
divinas,dʒivinas
divindades,dʒivĩdadʒis
divino,dʒivinu
divinópolis,dʒivinɔpulis
divirta,dʒiviɾta
divirto,dʒiviɾtu
divisa,dʒiviza
divisá-la,dʒivizala
divisão,dʒivizɐ̃w
divisar,dʒivizaɾ
divisas,dʒivizas
divisava,dʒivizava
divisavam,dʒivizavɐ̃w
divisibilidade,dʒivizibilidadʒi
divisíveis,dʒivizivejs
divisível,dʒiviziviw
divisões,dʒivizõjs
divisor,dʒivizoɾ
divisores,dʒivizoɾis
divisórias,dʒivizɔɾjas
divisou,dʒivizo
divivido,dʒivividu
divórcio,dʒivɔɾsju
divulgá-la,dʒivuwgala
divulgá-los,dʒivuwgalus
divulgação,dʒivuwgasɐ̃w
divulgadas,dʒivuwgadas
divulgado,dʒivuwgadu
divulgados,dʒivuwgadus
divulgar,dʒivuwgaɾ
divulgava,dʒivuwgava
diz,dʒis
dize,dʒizi
dizê-la,dʒizela
dizei,dʒizej
dizem,dʒizẽ
dizemos,dʒizemus
dizendo,dʒizẽdu
dizer,dʒizeɾ
dizerem,dʒizeɾẽ
dizeres,dʒizɛɾis
dizia,dʒizia
diziam,dʒiziɐ̃w
dizíamos,dʒiziamus
dizimados,dʒizimadus
dizimou,dʒizimo
djalma,dʒiʒawma
do,dɔ
dó,dɔ
doa,doa
doá-las,doalas
doá-los,doalus
doação,doasɐ̃w
doada,doada
doadas,doadas
doador,doadoɾ
doadores,doadoɾis
doados,doadus
doar,doaɾ
dobra,dɔbɾa
dobrada,dobɾada
dobradas,dobɾadas
dobrado,dobɾadu
dobrados,dobɾadus
dobradura,dobɾaduɾa
dobraduras,dobɾaduɾas
dobrando,dobɾɐ̃du
dobrar,dobɾaɾ
dobraram,dobɾaɾɐ̃w
dobras,dɔbɾas
dobrava,dobɾava
dobre,dɔbɾi
dobrei,dobɾej
dobrem,dɔbɾẽ
dobro,dobɾu
dobrou,dobɾo
doca,dɔka
doce,dosi
docegeo,doseʒɛw
doceira,doseɾa
doceiras,doseɾas
doceiro,doseɾu
dóceis,dɔsejs
docemente,dosimẽtʃi
docenave,dosenavi
docente,dosẽtʃi
doceria,doseɾia
doces,dosis
dócil,dɔsiw
docilmente,dosiwmẽtʃi
docinho,dosiɲu
docinhos,dosiɲus
docíssimo,dosisimu
documentação,dokumẽtasɐ̃w
documentio,dokumẽtʃiu
documento,dokumẽtu
documentos,dokumẽtus
doçura,dosuɾa
doçuras,dosuɾas
dodói,dodɔj
doença,doẽsa
doenças,doẽsas
doendo,doẽdu
doente,doẽtʃi
doentes,doẽtʃis
doentinha,doẽtʃiɲa
doer,doeɾ
doesse,doesi
doeu,doew
doi,doj
dói,dɔj
doía,doia
doíam,doiɐ̃w
doida,dojda
doída,doida
doidarrão,dojdahɐ̃w
doídas,doidas
doidice,dojdʒisi
doidinha,dojdʒiɲa
doidinho,dojdʒiɲu
doidinhos,dojdʒiɲus
doido,dojdu
doído,doidu
doidona,dojdona
doidos,dojdus
dois,dojs
dólar,dɔlaɾ
dólares,dɔlaɾis
dolinha,doliɲa
dolo,dɔlu
dolololololom,dolololololõ
dolololom,dolololõ
dololom,dololõ
dolom,dolõ
dolorida,doloɾida
doloridas,doloɾidas
dolorido,doloɾidu
doloridos,doloɾidus
dolorosas,doloɾɔzas
doloroso,doloɾozu
dom,dõ
doma,doma
domador,domadoɾ
domar,domaɾ
doméstica,domɛstʃika
domesticar,domestʃikaɾ
domésticas,domɛstʃikas
doméstico,domɛstʃiku
domésticos,domɛstʃikus
domestiquei,domestʃikej
domiciliar,domisiliaɾ
domina,domina
dominá-lo,dominalu
dominação,dominasɐ̃w
dominada,dominada
dominadas,dominadas
dominado,dominadu
dominadores,dominadoɾis
dominados,dominadus
dominam,dominɐ̃w
dominando,dominɐ̃du
dominante,dominɐ̃tʃi
dominar,dominaɾ
dominaram,dominaɾɐ̃w
dominariam,dominaɾiɐ̃w
dominava,dominava
dominavam,dominavɐ̃w
domingas,domĩgas
domingo,domĩgu
domingos,domĩgus
domínio,dominju
domínios,dominjus
dominó,dominɔ
dominós,dominɔs
dominou,domino
dona,dona
donas,donas
donatário,donataɾju
donatários,donataɾjus
donde,dõdʒi
dondoca,dõdɔka
dong,dõgi
dono,donu
donos,donus
dons,dõs
donzela,dõzɛla
doou,doo
dopar,dopaɾ
doquinha,dɔkiɲa
dor,doɾ
dora,dɔɾa
doralice,doɾalisi
dores,doɾis
dorme,dɔɾmi
dormem,dɔɾmẽ
dormência,doɾmẽsja
dormentes,doɾmẽtʃis
dormes,dɔɾmis
dormi,doɾmi
dormia,doɾmia
dormiam,doɾmiɐ̃w
dormido,doɾmidu
dormimos,doɾmimus
dormindo,doɾmĩdu
dorminhoca,doɾmiɲɔka
dorminhocando,doɾmiɲokɐ̃du
dorminhocas,doɾmiɲɔkas
dorminhocava,doɾmiɲokava
dorminhoco,doɾmiɲoku
dorminhocos,doɾmiɲokus
dormir,doɾmiɾ
dormira,doɾmiɾa
dormirá,doɾmiɾa
dormiram,doɾmiɾɐ̃w
dormirão,doɾmiɾɐ̃w
dormirei,doɾmiɾej
dormirem,doɾmiɾẽ
dormiremos,doɾmiɾemus
dormires,doɾmiɾis
dormiriam,doɾmiɾiɐ̃w
dormisse,doɾmisi
dormissem,doɾmisẽ
dormitar,doɾmitaɾ
dormitório,doɾmitɔɾju
dormitórios,doɾmitɔɾjus
dormiu,doɾmiw
dornelles,doɾnɛlis
doroteia,doɾotɛja
dorsal,doɾsaw
dorso,doɾsu
dorzinha,doɾziɲa
dos,dus
dosado,dozadu
dose,dɔzi
doses,dɔzis
dossel,dosɛw
dotada,dotada
dotadas,dotadas
dotado,dotadu
dote,dɔtʃi
dou,do
dourada,dowɾada
douradas,dowɾadas
douradinho,dowɾadʒiɲu
dourado,dowɾadu
dourados,dowɾadus
douramento,dowɾamẽtu
dourava,dowɾava
doutô,dowto
doutor,dowtoɾ
doutora,dowtoɾa
doutores,dowtoɾis
doze,dozi
drácula,dɾakula
draga,dɾaga
dragão,dɾagɐ̃w
dragãozinho,dɾagɐ̃wziɲu
dragões,dɾagõjs
dragõezinhos,dɾagõjziɲus
dragomontanha,dɾagomõtɐɲa
dragonauta,dɾagonawta
dragonautas,dɾagonawtas
drama,dɾɐma
dramas,dɾɐmas
dramaticamente,dɾamatʃikamẽtʃi
dramatização,dɾamatʃizasɐ̃w
dramatizações,dɾamatʃizasõjs
dramatizada,dɾamatʃizada
dramatizado,dɾamatʃizadu
dramatizados,dɾamatʃizadus
dramatizando,dɾamatʃizɐ̃du
dramatizar,dɾamatʃizaɾ
dramatize,dɾamatʃizi
drenadas,dɾenadas
drenado,dɾenadu
drenados,dɾenadus
drenagem,dɾenaʒẽ
drenando,dɾenɐ̃du
drenar,dɾenaɾ
dreno,dɾenu
dribla,dɾibla
driblando,dɾiblɐ̃du
driblar,dɾiblaɾ
driblou,dɾiblo
droga,dɾɔga
drogaria,dɾogaɾia
drogas,dɾɔgas
dromedário,dɾomedaɾju
drummond,dɾumõdʒi
drumond,dɾumõdʒi
duarte,duaɾtʃi
duas,duas
ducentésimo,dusẽtɛzimu
ducha,duʃa
duck,duki
duda,duda
dudé,dudɛ
dudu,dudu
duelo,duɛlu
duende,duẽdʒi
duendes,duẽdʒis
dulce,duwsi
dulcíssimo,duwsisimu
dum,dũ
duma,duma
dumbo,dũbu
dumont,dumõtʃi
duna,duna
dunas,dunas
dunga,dũga
duns,dũs
duo,duu
duocentésimo,duosẽtɛzimu
duodécimo,duodɛsimu
duodécuplo,duodɛkuplu
duodeno,duodenu
dupla,dupla
duplas,duplas
duplicado,duplikadu
duplicando,duplikɐ̃du
duplicata,duplikata
duplo,duplu
duque,duki
duques,dukis
duquesa,dukeza
dura,duɾa
durabilidade,duɾabilidadʒi
duração,duɾasɐ̃w
duradoura,duɾadoɾa
duram,duɾɐ̃w
duramente,duɾamẽtʃi
durand,duɾɐ̃dʒi
durando,duɾɐ̃du
durante,duɾɐ̃tʃi
durão,duɾɐ̃w
durar,duɾaɾ
durara,duɾaɾa
duraram,duɾaɾɐ̃w
duras,duɾas
durava,duɾava
duravam,duɾavɐ̃w
duráveis,duɾavejs
durável,duɾaviw
dure,duɾi
durex,duɾɛkis
dureza,duɾeza
durma,duɾma
durmo,duɾmu
duro,duɾu
duros,duɾus
durou,duɾo
durval,duɾvaw
dutra,dutɾa
duvida,duvida
dúvida,duvida
duvidando,duvidɐ̃du
duvidar,duvidaɾ
dúvidas,duvidas
duvidava,duvidava
duvidavam,duvidavɐ̃w
duvide,duvidʒi
duvido,duvidu
duvidosa,duvidɔza
duvidoso,duvidozu
duzentas,duzẽtas
duzentos,duzẽtus
dúzia,duzja
dúzias,duzjas
dzing,dʒizĩgi
ébano,ɛbanu
eclipsada,eklipisada
eclipsar,eklipisaɾ
eclipse,eklipisi
eclipses,eklipisis
eclusa,ekluza
eclusas,ekluzas
eco,ɛku
ecoa,ekoa
ecoando,ekoɐ̃du
ecoar,ekoaɾ
ecoaram,ekoaɾɐ̃w
ecoariam,ekoaɾiɐ̃w
ecologia,ekoloʒia
ecológica,ekolɔʒika
ecologicamente,ekolɔʒikamẽtʃi
ecológicas,ekolɔʒikas
ecológico,ekolɔʒiku
ecológicos,ekolɔʒikus
ecologistas,ekoloʒistas
economia,ekonomia
economias,ekonomias
econômica,ekonomika
economicamente,ekonomikamẽtʃi
econômicamente,ekonomikɐmẽtʃi
econômicas,ekonomikas
econômico,ekonomiku
econômicos,ekonomikus
economiza,ekonomiza
economizá-las,ekonomizalas
economizando,ekonomizɐ̃du
economizar,ekonomizaɾ
economizará,ekonomizaɾa
economizarei,ekonomizaɾej
economizava,ekonomizava
economizei,ekonomizej
economizo,ekonomizu
economizou,ekonomizo
ecoou,ekoo
ecossistema,ekosistema
ecossistemas,ekosistemas
ecumênica,ekumenika
éden,ɛdẽ
edição,edʒisɐ̃w
edições,edʒisõjs
edifica,edʒifika
edificando,edʒifikɐ̃du
edificar,edʒifikaɾ
edifício,edʒifisju
edifícios,edʒifisjus
editados,edʒitadus
editora,edʒitoɾa
editoras,edʒitoɾas
editoriais,edʒitoɾiajs
edmundo,edʒimũdu
edna,ɛdʒina
edson,ɛdʒisõ
édson,ɛdʒisõ
edu,edu
eduardo,eduaɾdu
educa,eduka
educá-los,edukalus
educação,edukasɐ̃w
educacionais,edukasionajs
educacional,edukasionaw
educada,edukada
educadamente,edukadamẽtʃi
educadas,edukadas
educado,edukadu
educadores,edukadoɾis
educados,edukadus
educando,edukɐ̃du
educar,edukaɾ
educativos,edukatʃivus
educava,edukava
educavam,edukavɐ̃w
edwin,ɛdwĩ
efeito,efejtu
efeitos,efejtus
efêmero,efemiɾu
efervescente,efeɾvesẽtʃi
efervescentes,efeɾvesẽtʃis
efetiva,efetʃiva
efetivação,efetʃivasɐ̃w
efetivamente,efetʃivamẽtʃi
efetividade,efetʃividadʒi
efetivo,efetʃivu
efetivou,efetʃivo
efetua,efetua
efetuá-la,efetuala
efetuá-las,efetualas
efetuá-lo,efetualu
efetuada,efetuada
efetuadas,efetuadas
efetuados,efetuadus
efetuam,efetuɐ̃w
efetuamos,efetuɐmus
efetuando,efetuɐ̃du
efetuar,efetuaɾ
efetuaram,efetuaɾɐ̃w
efetuarmos,efetuaɾmus
efetue,efetui
efetuou,efetuo
eficaz,efikas
eficiência,efisiẽsja
eficiente,efisiẽtʃi
eficientes,efisiẽtʃis
efigênia,efiʒenja
egídio,eʒidʒju
egípcio,eʒipisju
egípcios,eʒipisjus
egito,eʒitu
egoísmo,egoizmu
egoísta,egoista
egoístas,egoistas
égua,ɛgwa
éguas,ɛgwas
eh,ɛ
ei,ej
ei-la,ejla
ei-lo,ejlu
ei-los,ejlus
eia,eja
eiffel,ejfɛw
eirado,eɾadu
eis,ejs
eitos,ejtus
eixo,eʃu
ela,ɛla
elabora,elabɔɾa
elaboração,elaboɾasɐ̃w
elaborada,elaboɾada
elaboradas,elaboɾadas
elaborado,elaboɾadu
elaborados,elaboɾadus
elaboram,elabɔɾɐ̃w
elaboramos,elaboɾɐmus
elaborando,elaboɾɐ̃du
elaborar,elaboɾaɾ
elaboraram,elaboɾaɾɐ̃w
elabore,elabɔɾi
elaborou,elaboɾo
elas,ɛlas
elásticas,elastʃikas
elasticidade,elastʃisidadʒi
elástico,elastʃiku
elásticos,elastʃikus
eldorado,ewdoɾadu
ele,eli
elefanta,elefɐ̃ta
elefantão,elefɐ̃tɐ̃w
elefantástico,elefɐ̃tastʃiku
elefante,elefɐ̃tʃi
elefantes,elefɐ̃tʃis
elefantezinho,elefɐ̃tʃiziɲu
elefântico,elefɐ̃tʃiku
elefantina,elefɐ̃tʃina
elefantinha,elefɐ̃tʃiɲa
elefantinho,elefɐ̃tʃiɲu
elefantinhos,elefɐ̃tʃiɲus
elefantinhozinhozinho,elefɐ̃tʃiɲuziɲuziɲu
elefoa,elefoa
elegância,elegɐ̃sja
elegante,elegɐ̃tʃi
elegantes,elegɐ̃tʃis
elege,elɛʒi
elegem,elɛʒẽ
elegemos,eleʒemus
eleger,eleʒeɾ
elegeram,eleʒeɾɐ̃w
elegeu,eleʒew
eleição,elejsɐ̃w
eleições,elejsõjs
eleita,elejta
eleitas,elejtas
eleito,elejtu
eleitor,elejtoɾ
eleitora,elejtoɾa
eleitoral,elejtoɾaw
eleitores,elejtoɾis
eleitos,elejtus
eleja,eleʒa
elementar,elemẽtaɾ
elementares,elemẽtaɾis
elemento,elemẽtu
elementos,elemẽtus
elena,elena
elenco,elẽku
elepagou,elepago
eles,elis
elétrica,elɛtɾika
elétricas,elɛtɾikas
eletricidade,eletɾisidadʒi
eletricista,eletɾisista
eletricistas,eletɾisistas
elétrico,elɛtɾiku
elétricos,elɛtɾikus
eletrificação,eletɾifikasɐ̃w
eletrificado,eletɾifikadu
eletrizados,eletɾizadus
eletrizar,eletɾizaɾ
eletrocardiograma,eletɾokaɾdʒiogɾɐma
eletrodoméstica,eletɾodomɛstʃika
eletrodoméstico,eletɾodomɛstʃiku
eletrodomésticos,eletɾodomɛstʃikus
eletroeletrônica,eletɾoeletɾonika
eletrônica,eletɾonika
eletrônico,eletɾoniku
eletrônicos,eletɾonikus
elétrons,elɛtɾõs
eletroquímica,eletɾokimika
eleva,elɛva
elevação,elevasɐ̃w
elevações,elevasõjs
elevada,elevada
elevadas,elevadas
elevadíssima,elevadʒisima
elevado,elevadu
elevador,elevadoɾ
